,State_Name,Crop_Year,Season,Crop,Area,Production
68319,Haryana,2001,Kharif     ,Rice,166037.0,494000.0
171059,Rajasthan,2009,Whole Year ,Sugarcane,31.0,1784.0
84974,Karnataka,2010,Summer     ,Onion,116.0,1234.0
76264,Jharkhand,2007,Rabi       ,Potato,307.46,2470.0
159875,Odisha,2015,Winter     ,Sugarcane,1.0,52.0
120541,Madhya Pradesh,2004,Whole Year ,Onion,389.0,10172.0
245264,West Bengal,2008,Winter     ,Rice,115484.0,300969.0
56848,Dadra and Nagar Haveli,2006,Rabi       ,Rice,2500.0,5950.0
171001,Rajasthan,2007,Whole Year ,Potato,39.0,518.0
153323,Odisha,2005,Summer     ,Wheat,84.0,64.6
83242,Karnataka,2008,Kharif     ,Potato,349.0,662.0
185865,Tamil Nadu,2006,Whole Year ,Sugarcane,18374.0,1936307.0
159782,Odisha,2010,Winter     ,Sugarcane,43.0,3150.3
149270,Odisha,2005,Winter     ,Sugarcane,11.0,560.1
27501,Bihar,2011,Winter     ,Rice,96434.0,193191.0
166725,Rajasthan,2007,Whole Year ,Onion,250.0,1082.0
141044,Meghalaya,2014,Whole Year ,Cashewnut,1493.0,3798.0
64329,Gujarat,2010,Summer     ,Rice,18900.0,56500.0
15028,Assam,2003,Whole Year ,Coconut ,1070.0,7711000.0
65059,Gujarat,2004,Whole Year ,Sugarcane,2300.0,168000.0
168906,Rajasthan,2002,Whole Year ,Sugarcane,2.0,84.0
64737,Gujarat,2008,Rabi       ,Wheat,4900.0,12200.0
213585,Uttar Pradesh,2010,Kharif     ,Sugarcane,2009.0,98981.0
13133,Assam,2010,Autumn     ,Rice,39756.0,33805.0
151277,Odisha,2010,Winter     ,Rice,37000.0,73000.0
24774,Assam,2010,Whole Year ,Coconut ,1390.0,8049000.0
193552,Telangana ,2009,Rabi       ,Wheat,67.0,73.0
95775,Karnataka,2014,Summer     ,Rice,16288.0,56262.0
245729,West Bengal,2005,Autumn     ,Rice,1606.0,1497.0
110247,Madhya Pradesh,2002,Kharif     ,Rice,1045.0,983.0
80694,Karnataka,2010,Whole Year ,Sugarcane,3.0,291.0
11868,Arunachal Pradesh,2014,Whole Year ,Sugarcane,191.0,2116.0
159873,Odisha,2015,Winter     ,Rice,86000.0,209000.0
161102,Puducherry,2013,Whole Year ,Coconut ,1047.0,11869000.0
28920,Bihar,2001,Whole Year ,Onion,143.0,1594.0
223387,Uttar Pradesh,2012,Rabi       ,Potato,1865.0,45417.0
98546,Kerala,2014,Autumn     ,Rice,1330.0,2593.0
38033,Bihar,2005,Whole Year ,Potato,4196.0,38849.0
9838,Arunachal Pradesh,2004,Whole Year ,Sugarcane,5.0,50.0
245182,West Bengal,2006,Summer     ,Rice,101085.0,352101.0
226255,Uttar Pradesh,2013,Rabi       ,Onion,110.0,2237.0
83257,Karnataka,2008,Summer     ,Potato,15.0,241.0
166991,Rajasthan,2002,Whole Year ,Onion,60.0,264.0
99908,Kerala,2002,Whole Year ,Cashewnut,700.0,226.0
214631,Uttar Pradesh,2010,Rabi       ,Potato,43685.0,1304565.0
48543,Chhattisgarh,2001,Rabi       ,Wheat,3650.0,3700.0
76079,Jharkhand,2007,Winter     ,Rice,34923.67,54900.0
121029,Madhya Pradesh,2003,Whole Year ,Onion,123.0,970.0
106505,Madhya Pradesh,2002,Whole Year ,Sugarcane,5822.0,335320.0
8121,Andhra Pradesh,2006,Whole Year ,Cashewnut,30626.0,10188.0
148937,Odisha,2010,Summer     ,Rice,2000.0,4000.0
211252,Uttar Pradesh,2007,Rabi       ,Onion,7.0,98.0
31884,Bihar,2013,Autumn     ,Rice,196.0,302.0
26809,Assam,2009,Summer     ,Rice,4056.0,6305.0
19542,Assam,2002,Whole Year ,Potato,1440.0,8587.0
16459,Assam,2011,Whole Year ,Coconut ,368.0,5634.0
213035,Uttar Pradesh,2007,Summer     ,Onion,106.0,1431.0
78839,Karnataka,2006,Summer     ,Rice,140.0,403.0
94753,Karnataka,2009,Whole Year ,Sugarcane,863.0,87724.0
111087,Madhya Pradesh,2011,Rabi       ,Wheat,250555.0,1186378.0
214072,Uttar Pradesh,2007,Rabi       ,Wheat,309644.0,924287.0
65750,Haryana,2004,Whole Year ,Sugarcane,12669.0,820000.0
128248,Maharashtra,2008,Kharif     ,Rice,157700.0,133700.0
90944,Karnataka,2010,Summer     ,Rice,140.0,399.0
74931,Jammu and Kashmir ,2008,Rabi       ,Potato,120.0,1120.0
185043,Tamil Nadu,2008,Whole Year ,Sugarcane,11453.0,1065278.0
6539,Andhra Pradesh,2002,Whole Year ,Tomato,154.0,1108.0
110615,Madhya Pradesh,2013,Whole Year ,Onion,191.0,3306.0
92788,Karnataka,2007,Rabi       ,Rice,53.0,134.0
236078,Uttarakhand,2013,Rabi       ,Potato,755.0,8532.0
76844,Jharkhand,2006,Rabi       ,Potato,15.88,129.0
12923,Assam,2003,Rabi       ,Wheat,10125.0,9267.0
10997,Arunachal Pradesh,2009,Whole Year ,Potato,301.0,2408.0
238163,West Bengal,2001,Whole Year ,Coconut ,1960.0,28616.0
228407,Uttar Pradesh,2004,Kharif     ,Sugarcane,2452.0,126896.0
82725,Karnataka,2005,Whole Year ,Coconut ,12192.0,32565.0
197806,Tripura,2009,Kharif     ,Rice,82074.0,225730.0
244104,West Bengal,2009,Whole Year ,Sugarcane,1617.0,134367.0
94791,Karnataka,2010,Whole Year ,Coconut ,14982.0,143220.0
185830,Tamil Nadu,2005,Kharif     ,Rice,154901.0,399483.0
43396,Bihar,2001,Whole Year ,Onion,75.0,665.0
218577,Uttar Pradesh,2007,Rabi       ,Potato,1359.0,25934.0
35609,Bihar,2007,Rabi       ,Wheat,28099.0,74152.0
86200,Karnataka,2010,Rabi       ,Wheat,733.0,794.0
98379,Kerala,2003,Whole Year ,Coconut ,57964.0,311000000.0
222495,Uttar Pradesh,2012,Rabi       ,Potato,1119.0,27718.0
75758,Jharkhand,2003,Winter     ,Rice,29170.02,44066.18
119521,Madhya Pradesh,2003,Rabi       ,Wheat,160047.0,197686.0
21979,Assam,2014,Whole Year ,Sugarcane,209.0,6055.0
94790,Karnataka,2010,Whole Year ,Cashewnut,2.0,1.0
242293,West Bengal,2002,Winter     ,Rice,188385.0,298543.0
142700,Mizoram,2003,Kharif     ,Rice,8506.0,15868.0
96572,Karnataka,2012,Kharif     ,Rice,14298.0,36131.0
134398,Maharashtra,2010,Kharif     ,Rice,60900.0,71900.0
98418,Kerala,2005,Whole Year ,Sugarcane,6.0,400.0
113775,Madhya Pradesh,2002,Whole Year ,Onion,651.0,5722.0
82183,Karnataka,2010,Rabi       ,Wheat,63974.0,68354.0
11922,Arunachal Pradesh,2001,Whole Year ,Sugarcane,100.0,1350.0
240936,West Bengal,2003,Summer     ,Rice,98592.0,274178.0
12161,Arunachal Pradesh,2011,Kharif     ,Rice,880.0,870.0
95308,Karnataka,2004,Whole Year ,Coconut ,6613.0,176897.75
64968,Gujarat,2001,Rabi       ,Wheat,7300.0,15600.0
82349,Karnataka,2014,Summer     ,Potato,22.0,302.0
62810,Gujarat,2010,Whole Year ,Potato,200.0,3700.0
232525,Uttarakhand,2010,Whole Year ,Onion,62.0,359.0
32545,Bihar,2001,Autumn     ,Rice,37942.0,27533.0
99763,Kerala,2011,Whole Year ,Coconut ,55303.75,426635000.0
12999,Assam,2006,Autumn     ,Rice,46504.0,29973.0
148419,Odisha,2004,Summer     ,Rice,55000.0,159000.0
61473,Gujarat,2009,Whole Year ,Potato,5800.0,95400.0
120136,Madhya Pradesh,2007,Whole Year ,Potato,161.0,2131.0
17313,Assam,2003,Whole Year ,Sugarcane,1725.0,53737.0
161953,Punjab,2012,Rabi       ,Wheat,85000.0,440000.0
158395,Odisha,2012,Summer     ,Rice,245000.0,99000.0
103984,Madhya Pradesh,2008,Whole Year ,Onion,1057.0,6277.0
243224,West Bengal,2012,Rabi       ,Potato,4900.0,176778.0
232503,Uttarakhand,2009,Whole Year ,Onion,64.0,320.0
103534,Madhya Pradesh,2010,Whole Year ,Onion,234.0,5622.0
141826,Meghalaya,2009,Autumn     ,Rice,80.0,120.0
44201,Bihar,2013,Whole Year ,Sugarcane,25930.0,1255330.0
139846,Meghalaya,2012,Whole Year ,Sugarcane,11.0,11.0
134593,Maharashtra,2002,Kharif     ,Rice,124600.0,256000.0
33861,Bihar,2001,Autumn     ,Rice,74419.0,86446.0
181082,Tamil Nadu,2006,Whole Year ,Cashewnut,1907.0,842.0
129265,Maharashtra,2011,Summer     ,Rice,7700.0,18200.0
89337,Karnataka,2007,Kharif     ,Onion,159.0,948.0
232817,Uttarakhand,2007,Kharif     ,Rice,6948.0,9490.0
186633,Tamil Nadu,2005,Whole Year ,Coconut ,15342.0,3949.0
196913,Tripura,2002,Rabi       ,Wheat,203.0,464.0
59838,Gujarat,2002,Whole Year ,Potato,600.0,13900.0
34848,Bihar,2014,Autumn     ,Rice,10094.0,9540.0
180993,Tamil Nadu,2002,Whole Year ,Coconut ,22667.0,338200.0
219724,Uttar Pradesh,2012,Rabi       ,Wheat,163229.0,437611.0
245755,West Bengal,2005,Summer     ,Rice,1221.0,2818.0
112517,Madhya Pradesh,2011,Whole Year ,Potato,14.0,144.0
30821,Bihar,2013,Autumn     ,Rice,2.0,3.0
104857,Madhya Pradesh,2004,Whole Year ,Sugarcane,116.0,2930.0
142013,Mizoram,2001,Kharif     ,Rice,26378.0,53079.0
203719,Uttar Pradesh,2008,Kharif     ,Sugarcane,715.0,29126.0
22183,Assam,2003,Whole Year ,Onion,338.0,946.0
98864,Kerala,2013,Autumn     ,Rice,62.0,157.0
194851,Telangana ,2010,Whole Year ,Sugarcane,398.0,31434.0
17273,Assam,2002,Whole Year ,Onion,20.0,28.0
201493,Uttar Pradesh,2010,Rabi       ,Potato,5624.0,167404.0
51327,Chhattisgarh,2012,Rabi       ,Wheat,6494.0,7902.0
189996,Tamil Nadu,2005,Whole Year ,Potato,1.0,15.0
85051,Karnataka,2012,Kharif     ,Onion,11592.0,63696.0
55631,Chhattisgarh,2009,Whole Year ,Sugarcane,30.0,76.0
75752,Jharkhand,2010,Rabi       ,Wheat,2180.0,3652.0
137867,Manipur,2001,Kharif     ,Rice,19020.0,51410.0
5214,Andhra Pradesh,2009,Kharif     ,Rice,81908.0,256454.0
144485,Nagaland,2013,Rabi       ,Wheat,360.0,650.0
51686,Chhattisgarh,2007,Rabi       ,Potato,1.0,5.0
16933,Assam,2009,Rabi       ,Wheat,208.0,226.0
91281,Karnataka,2003,Whole Year ,Potato,5116.0,91056.0
154672,Odisha,2007,Winter     ,Rice,152000.0,271000.0
205495,Uttar Pradesh,2001,Summer     ,Rice,3.0,9.0
46353,Chhattisgarh,2013,Kharif     ,Rice,76789.0,128716.0
11530,Arunachal Pradesh,2011,Rabi       ,Wheat,1156.0,1952.0
99925,Kerala,2002,Whole Year ,Tea,2176.0,226.0
118951,Madhya Pradesh,2002,Rabi       ,Wheat,140737.0,115079.0
136544,Maharashtra,2014,Kharif     ,Rice,400.0,100.0
111286,Madhya Pradesh,2002,Whole Year ,Onion,900.0,10543.0
206619,Uttar Pradesh,2008,Rabi       ,Potato,7786.0,144656.0
15550,Assam,2002,Autumn     ,Rice,12770.0,9987.0
201512,Uttar Pradesh,2011,Kharif     ,Rice,210944.0,469350.0
162787,Punjab,2003,Rabi       ,Wheat,112000.0,496000.0
136663,Maharashtra,2003,Kharif     ,Rice,138500.0,391600.0
222466,Uttar Pradesh,2011,Rabi       ,Onion,145.0,3317.0
64478,Gujarat,2001,Kharif     ,Rice,800.0,1200.0
183591,Tamil Nadu,2005,Whole Year ,Coconut ,848.0,63.0
12147,Arunachal Pradesh,2009,Rabi       ,Wheat,686.0,785.0
108438,Madhya Pradesh,2001,Whole Year ,Sugarcane,433.0,8020.0
62833,Gujarat,2011,Rabi       ,Wheat,29500.0,71700.0
197859,Tripura,2011,Rabi       ,Wheat,33.0,63.0
220643,Uttar Pradesh,2010,Summer     ,Rice,28.0,61.0
20262,Assam,2007,Summer     ,Rice,34128.0,97160.0
142870,Mizoram,2004,Kharif     ,Rice,3374.0,7683.0
28035,Bihar,2002,Whole Year ,Potato,1554.0,14384.0
48342,Chhattisgarh,2010,Rabi       ,Wheat,5.0,7.0
3230,Andhra Pradesh,2014,Whole Year ,Coconut ,112.0,2428000.0
195831,Telangana ,2002,Whole Year ,Sugarcane,432.0,27430.0
242551,West Bengal,2009,Winter     ,Rice,174718.0,339125.0
39340,Bihar,2014,Whole Year ,Sugarcane,149624.0,9614539.0
31339,Bihar,2013,Whole Year ,Sugarcane,2189.0,115141.0
137461,Maharashtra,2014,Whole Year ,Sugarcane,200.0,5800.0
215684,Uttar Pradesh,2014,Rabi       ,Onion,192.0,2937.0
231767,Uttarakhand,2008,Kharif     ,Rice,20493.0,20160.0
152401,Odisha,2002,Whole Year ,Potato,240.0,2862.0
80166,Karnataka,2014,Kharif     ,Rice,77598.0,286690.0
201896,Uttar Pradesh,2009,Rabi       ,Onion,15.0,258.0
175964,Rajasthan,2007,Rabi       ,Wheat,39349.0,92695.0
216299,Uttar Pradesh,2001,Whole Year ,Sugarcane,539.0,28780.0
224330,Uttar Pradesh,2013,Rabi       ,Onion,17.0,346.0
213231,Uttar Pradesh,2014,Kharif     ,Sugarcane,2948.0,181208.0
215117,Uttar Pradesh,2011,Rabi       ,Potato,597.0,13182.0
186520,Tamil Nadu,2002,Whole Year ,Tomato,2744.0,39314.0
237621,West Bengal,2003,Rabi       ,Wheat,9459.0,19603.0
124610,Madhya Pradesh,2009,Whole Year ,Rice,37722.0,26630.0
150399,Odisha,2013,Winter     ,Sugarcane,5.0,277.7
65503,Gujarat,2007,Rabi       ,Wheat,300.0,1000.0
104900,Madhya Pradesh,2006,Whole Year ,Onion,53.0,465.0
103053,Madhya Pradesh,2012,Whole Year ,Onion,130.0,2333.0
124864,Madhya Pradesh,2002,Rabi       ,Wheat,232956.0,308722.0
218414,Uttar Pradesh,2001,Rabi       ,Wheat,197365.0,589646.0
39068,Bihar,2005,Summer     ,Rice,9461.0,6911.0
99330,Kerala,2003,Whole Year ,Sugarcane,1.0,40.0
65485,Gujarat,2006,Rabi       ,Wheat,600.0,1800.0
219987,Uttar Pradesh,2004,Rabi       ,Wheat,84992.0,205682.0
186329,Tamil Nadu,2013,Whole Year ,Coconut ,55.0,100000.0
137281,Maharashtra,2004,Kharif     ,Rice,500.0,200.0
66415,Haryana,2006,Whole Year ,Sugarcane,5425.0,267000.0
207536,Uttar Pradesh,2009,Summer     ,Onion,12.0,167.0
154732,Odisha,2010,Summer     ,Wheat,433.0,669.8
82013,Karnataka,2006,Rabi       ,Rice,10.0,17.0
160536,Puducherry,2009,Summer     ,Rice,17.0,22.0
83089,Karnataka,2012,Whole Year ,Cashewnut,56.0,45.0
33250,Bihar,2011,Winter     ,Rice,53698.0,151552.0
226527,Uttar Pradesh,2007,Rabi       ,Potato,653.0,14350.0
78209,Karnataka,2011,Kharif     ,Rice,1460.0,4836.0
65436,Gujarat,2003,Summer     ,Rice,300.0,700.0
14325,Assam,2010,Whole Year ,Potato,2052.0,15340.0
39229,Bihar,2011,Autumn     ,Rice,52990.0,104671.0
50701,Chhattisgarh,2009,Whole Year ,Onion,822.0,4969.0
165067,Rajasthan,2003,Whole Year ,Sugarcane,103.0,6991.0
71254,Haryana,2002,Whole Year ,Potato,1051.0,22400.0
95588,Karnataka,2010,Whole Year ,Cashewnut,1534.0,1125.0
208404,Uttar Pradesh,2006,Summer     ,Onion,162.0,1886.0
127478,Maharashtra,2004,Kharif     ,Rice,164100.0,119700.0
91004,Karnataka,2013,Kharif     ,Potato,7.0,46.0
70063,Haryana,2002,Whole Year ,Potato,6.0,200.0
229392,Uttar Pradesh,2007,Summer     ,Rice,15.0,26.0
4621,Andhra Pradesh,2013,Kharif     ,Tomato,545.0,9744.0
91943,Karnataka,2004,Whole Year ,Potato,3.0,50.0
218436,Uttar Pradesh,2002,Rabi       ,Wheat,195218.0,527329.0
150619,Odisha,2003,Whole Year ,Potato,310.0,3791.3
6882,Andhra Pradesh,2012,Kharif     ,Tomato,28.0,611.0
219668,Uttar Pradesh,2010,Rabi       ,Wheat,125595.0,295996.0
215893,Uttar Pradesh,2004,Whole Year ,Onion,69.0,779.0
121285,Madhya Pradesh,2011,Whole Year ,Sugarcane,24.0,430.0
24861,Assam,2012,Winter     ,Rice,65200.0,131912.0
245792,West Bengal,2006,Whole Year ,Coconut ,73.0,365000.0
13205,Assam,2011,Winter     ,Rice,78281.0,110441.0
230067,Uttar Pradesh,2013,Rabi       ,Wheat,57853.0,135887.0
74193,Jammu and Kashmir ,2001,Kharif     ,Rice,29930.0,49275.0
152636,Odisha,2014,Autumn     ,Rice,13000.0,13000.0
232179,Uttarakhand,2011,Kharif     ,Potato,74.0,532.0
35850,Bihar,2001,Summer     ,Rice,20395.0,19326.0
156558,Odisha,2009,Summer     ,Rice,4000.0,6000.0
176655,Rajasthan,2002,Kharif     ,Rice,3683.0,880.0
142868,Mizoram,2009,Whole Year ,Sugarcane,6.0,15.0
189963,Tamil Nadu,2004,Whole Year ,Sugarcane,12325.0,1000691.0
210560,Uttar Pradesh,2014,Summer     ,Onion,47.0,711.0
119160,Madhya Pradesh,2008,Rabi       ,Wheat,150051.0,188219.0
200560,Uttar Pradesh,2010,Rabi       ,Wheat,92023.0,291805.0
22902,Assam,2007,Whole Year ,Potato,5035.0,31131.0
74322,Jammu and Kashmir ,2003,Whole Year ,Onion,17.0,44.0
94809,Karnataka,2011,Kharif     ,Rice,7230.0,19461.0
116579,Madhya Pradesh,2003,Whole Year ,Potato,615.0,5717.0
10654,Arunachal Pradesh,2006,Kharif     ,Rice,6000.0,5095.0
23951,Assam,2003,Summer     ,Rice,57686.0,131458.0
155544,Odisha,2004,Summer     ,Wheat,50.0,121.3
227026,Uttar Pradesh,2006,Summer     ,Rice,77.0,108.0
158339,Odisha,2008,Winter     ,Potato,423.0,5225.3
163986,Punjab,2005,Rabi       ,Wheat,91000.0,327000.0
146950,Odisha,2001,Rabi       ,Wheat,110.0,170.3
218433,Uttar Pradesh,2002,Rabi       ,Onion,44.0,454.0
197124,Tripura,2013,Kharif     ,Rice,32839.0,81231.0
191742,Telangana ,2010,Whole Year ,Cashewnut,29.0,10.0
175466,Rajasthan,2003,Whole Year ,Sugarcane,32.0,1709.0
116360,Madhya Pradesh,2012,Whole Year ,Sugarcane,4.0,200.0
223446,Uttar Pradesh,2014,Summer     ,Onion,91.0,1376.0
65448,Gujarat,2004,Kharif     ,Rice,49100.0,89400.0
85955,Karnataka,2005,Whole Year ,Coconut ,12138.0,53282.0
218175,Uttar Pradesh,2011,Rabi       ,Onion,288.0,6588.0
158332,Odisha,2008,Summer     ,Rice,52000.0,101000.0
43462,Bihar,2004,Rabi       ,Wheat,10942.0,16571.0
105791,Madhya Pradesh,2012,Whole Year ,Sugarcane,3030.0,206990.0
10525,Arunachal Pradesh,2005,Whole Year ,Sugarcane,160.0,6500.0
72629,Himachal Pradesh,2006,Rabi       ,Wheat,25970.0,45793.0
185313,Tamil Nadu,2002,Whole Year ,Onion,14.0,118.0
7193,Andhra Pradesh,2002,Rabi       ,Onion,1221.0,11087.0
158799,Odisha,2008,Winter     ,Sugarcane,16.0,544.0
11447,Arunachal Pradesh,2002,Rabi       ,Wheat,2290.0,3330.0
6677,Andhra Pradesh,2006,Kharif     ,Rice,60057.0,197167.0
99430,Kerala,2009,Whole Year ,Coconut ,54224.0,416000000.0
210755,Uttar Pradesh,2004,Rabi       ,Potato,29681.0,771587.0
12007,Arunachal Pradesh,2011,Kharif     ,Rice,4235.0,6190.0
145360,Nagaland,2008,Kharif     ,Sugarcane,280.0,11990.0
86414,Karnataka,2014,Rabi       ,Onion,639.0,4235.0
83164,Karnataka,2014,Kharif     ,Potato,147.0,905.0
149916,Odisha,2012,Winter     ,Potato,631.0,9651.8
1446,Andhra Pradesh,2008,Kharif     ,Rice,17596.0,46242.0
70412,Haryana,2005,Whole Year ,Sugarcane,11877.0,620000.0
99742,Kerala,2009,Winter     ,Rice,2471.0,5693.0
242702,West Bengal,2014,Autumn     ,Rice,31345.0,68726.0
100552,Kerala,2005,Whole Year ,Coconut ,113411.0,863000000.0
236659,West Bengal,2003,Whole Year ,Sugarcane,482.0,36632.0
188525,Tamil Nadu,2011,Whole Year ,Coconut ,15621.0,128000000.0
6965,Andhra Pradesh,2014,Kharif     ,Cashewnut,211.0,74.0
99111,Kerala,2009,Whole Year ,Coconut ,78024.0,479000000.0
142691,Mizoram,2009,Whole Year ,Sugarcane,178.0,539.0
8768,Andhra Pradesh,2003,Whole Year ,Cashewnut,11179.0,2996.0
13683,Assam,2008,Whole Year ,Sugarcane,174.0,6679.0
16197,Assam,2003,Whole Year ,Coconut ,590.0,2826000.0
156161,Odisha,2014,Winter     ,Rice,93000.0,165000.0
170209,Rajasthan,2007,Kharif     ,Rice,3581.0,13166.0
17408,Assam,2006,Winter     ,Rice,7755.0,10847.0
161493,Punjab,2010,Rabi       ,Wheat,115000.0,572000.0
163207,Punjab,2013,Kharif     ,Rice,81000.0,334000.0
3456,Andhra Pradesh,2002,Whole Year ,Cashewnut,7.0,1.0
83292,Karnataka,2009,Summer     ,Onion,33.0,252.0
205765,Uttar Pradesh,2012,Summer     ,Rice,124.0,313.0
36021,Bihar,2007,Autumn     ,Rice,16198.0,21114.0
80366,Karnataka,2002,Kharif     ,Rice,2393.0,4836.0
63430,Gujarat,2005,Whole Year ,Sugarcane,100.0,10000.0
109698,Madhya Pradesh,2012,Rabi       ,Wheat,113743.0,425775.0
97621,Karnataka,2010,Whole Year ,Cashewnut,2996.0,1860.0
78028,Karnataka,2007,Summer     ,Potato,157.0,2668.0
178093,Tamil Nadu,2005,Kharif     ,Rice,7406.0,20665.0
90592,Karnataka,2014,Rabi       ,Onion,137.0,908.0
10370,Arunachal Pradesh,2008,Kharif     ,Rice,8250.0,6933.0
241081,West Bengal,2008,Autumn     ,Rice,2097.0,3259.0
155790,Odisha,2015,Summer     ,Rice,25000.0,64000.0
159356,Odisha,2011,Winter     ,Sugarcane,16.0,706.7
9382,Andhra Pradesh,2001,Whole Year ,Sugarcane,32855.0,3070267.0
111476,Madhya Pradesh,2009,Whole Year ,Potato,17280.0,235280.0
10253,Arunachal Pradesh,2012,Whole Year ,Potato,110.0,645.0
229020,Uttar Pradesh,2012,Kharif     ,Rice,160991.0,411332.0
28532,Bihar,2004,Whole Year ,Sugarcane,850.0,35264.0
229348,Uttar Pradesh,2006,Rabi       ,Potato,2105.0,36467.0
150870,Odisha,2014,Autumn     ,Rice,6000.0,12000.0
119350,Madhya Pradesh,2013,Whole Year ,Sugarcane,203.0,6400.0
149806,Odisha,2008,Autumn     ,Rice,8000.0,5000.0
220424,Uttar Pradesh,2002,Rabi       ,Wheat,139007.0,305287.0
23718,Assam,2013,Winter     ,Rice,46495.0,109410.0
34502,Bihar,2003,Autumn     ,Rice,6549.0,4869.0
13122,Assam,2009,Whole Year ,Coconut ,1924.0,16993000.0
67549,Haryana,2005,Rabi       ,Wheat,85059.0,315000.0
216788,Uttar Pradesh,2005,Whole Year ,Onion,441.0,5655.0
45547,Bihar,2003,Summer     ,Rice,73.0,74.0
157114,Odisha,2013,Autumn     ,Rice,20000.0,34000.0
167231,Rajasthan,2009,Whole Year ,Sugarcane,75.0,7052.0
11163,Arunachal Pradesh,2008,Kharif     ,Rice,7839.0,9647.0
212114,Uttar Pradesh,2009,Summer     ,Onion,455.0,6838.0
29190,Bihar,2009,Summer     ,Rice,870.0,1459.0
10096,Arunachal Pradesh,2012,Rabi       ,Wheat,297.0,613.0
154785,Odisha,2012,Winter     ,Rice,144000.0,246000.0
125106,Madhya Pradesh,2010,Whole Year ,Sugarcane,238.0,4380.0
106746,Madhya Pradesh,2009,Whole Year ,Onion,1388.0,32229.0
76854,Jharkhand,2007,Rabi       ,Potato,16.86,105.0
69793,Haryana,2004,Rabi       ,Wheat,83827.0,362000.0
157937,Odisha,2007,Winter     ,Potato,17.0,149.3
83732,Karnataka,2002,Kharif     ,Rice,42970.0,84557.0
132112,Maharashtra,2009,Kharif     ,Rice,5600.0,1500.0
28237,Bihar,2010,Winter     ,Rice,125655.0,178033.0
32608,Bihar,2003,Rabi       ,Wheat,16972.0,22120.0
210442,Uttar Pradesh,2011,Kharif     ,Sugarcane,6428.0,359165.0
192125,Telangana ,2003,Whole Year ,Sugarcane,1623.0,126290.0
21749,Assam,2007,Winter     ,Rice,65225.0,98940.0
237554,West Bengal,2002,Autumn     ,Rice,21786.0,59915.0
70428,Haryana,2006,Whole Year ,Sugarcane,12691.0,838000.0
236338,Uttarakhand,2009,Kharif     ,Potato,2714.0,31984.0
42903,Bihar,2011,Rabi       ,Wheat,83609.0,276473.0
115774,Madhya Pradesh,2007,Whole Year ,Potato,588.0,11586.0
204558,Uttar Pradesh,2001,Whole Year ,Potato,4618.0,105378.0
86215,Karnataka,2010,Whole Year ,Sugarcane,4865.0,660910.0
76162,Jharkhand,2002,Winter     ,Rice,51597.51,53145.43
192829,Telangana ,2007,Kharif     ,Rice,146000.0,450000.0
141755,Meghalaya,2004,Winter     ,Rice,8925.0,11249.0
211388,Uttar Pradesh,2014,Kharif     ,Sugarcane,1798.0,131612.0
81033,Karnataka,2001,Kharif     ,Rice,11224.0,9048.0
85935,Karnataka,2005,Rabi       ,Onion,626.0,6489.0
171589,Rajasthan,2005,Whole Year ,Potato,25.0,47.0
90002,Karnataka,2003,Kharif     ,Rice,35641.0,24198.0
155796,Odisha,2015,Winter     ,Rice,84000.0,163000.0
19001,Assam,2002,Whole Year ,Coconut ,190.0,419000.0
217532,Uttar Pradesh,2012,Summer     ,Onion,486.0,2868.0
157418,Odisha,2005,Summer     ,Wheat,4.0,3.1
64227,Gujarat,2006,Whole Year ,Sugarcane,119600.0,9147000.0
74005,Jammu and Kashmir ,2003,Rabi       ,Wheat,5.0,10.0
103271,Madhya Pradesh,2003,Rabi       ,Wheat,16311.0,17415.0
98148,Kerala,2007,Summer     ,Rice,15291.0,26776.0
223812,Uttar Pradesh,2010,Rabi       ,Onion,32.0,589.0
8506,Andhra Pradesh,2014,Rabi       ,Tomato,975.0,13210.0
155734,Odisha,2012,Winter     ,Potato,402.0,3417.0
133747,Maharashtra,2003,Whole Year ,Onion,521.0,4778.0
142778,Mizoram,2007,Whole Year ,Sugarcane,15.0,4.0
93870,Karnataka,2013,Kharif     ,Onion,2.0,13.0
17984,Assam,2006,Winter     ,Rice,39500.0,45678.0
189226,Tamil Nadu,2013,Whole Year ,Sugarcane,37783.0,3084592.0
225060,Uttar Pradesh,2006,Rabi       ,Wheat,147300.0,359998.0
39498,Bihar,2002,Summer     ,Rice,139.0,205.0
195300,Telangana ,2005,Rabi       ,Onion,1792.0,37173.0
11557,Arunachal Pradesh,2014,Rabi       ,Wheat,1082.0,1746.0
235891,Uttarakhand,2005,Whole Year ,Onion,222.0,2553.0
97973,Karnataka,2014,Rabi       ,Rice,15448.0,36542.0
203589,Uttar Pradesh,2003,Kharif     ,Rice,60840.0,71378.0
223385,Uttar Pradesh,2012,Rabi       ,Onion,282.0,6487.0
229971,Uttar Pradesh,2010,Rabi       ,Onion,481.0,8855.0
154256,Odisha,2010,Summer     ,Rice,3000.0,6000.0
20528,Assam,2014,Whole Year ,Sugarcane,783.0,31722.0
123354,Madhya Pradesh,2013,Whole Year ,Onion,481.0,27352.0
214104,Uttar Pradesh,2008,Rabi       ,Wheat,325908.0,1009330.0
55462,Chhattisgarh,2005,Whole Year ,Onion,264.0,1130.0
136816,Maharashtra,2013,Summer     ,Rice,2100.0,6000.0
234072,Uttarakhand,2007,Whole Year ,Onion,218.0,1426.0
